a0,b1,c2,d3,e4,g5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,q16
192,,3768500,20500,RANK/PRESTIGE_3,RANK/PRESTIGE_3,,3789000,,,,,,193,193,ranked_up_11,RANK/PRESTIGE_3
193,,3789000,20500,RANK/PRESTIGE_3,RANK/PRESTIGE_3,,3809500,,,,,,194,194,ranked_up_11,RANK/PRESTIGE_3
194,,3809500,20500,RANK/PRESTIGE_3,RANK/PRESTIGE_3,,3830000,,,,,,195,195,ranked_up_11,RANK/PRESTIGE_3
195,,3830000,20500,RANK/PRESTIGE_3,RANK/PRESTIGE_3,,3850500,,,,,,196,196,ranked_up_11,RANK/PRESTIGE_3
196,,3850500,20500,RANK/PRESTIGE_3,RANK/PRESTIGE_3,,3871000,,,,,,197,197,ranked_up_11,RANK/PRESTIGE_3
197,,3871000,20500,RANK/PRESTIGE_3,RANK/PRESTIGE_3,,3891500,,,,,,198,198,ranked_up_11,RANK/PRESTIGE_3
198,,3891500,20500,RANK/PRESTIGE_3,RANK/PRESTIGE_3,,3912000,,,,,,199,199,ranked_up_11,RANK/PRESTIGE_3
199,,3912000,20500,RANK/PRESTIGE_4,RANK/PRESTIGE_4,,3932500,,,,,,200,200,ranked_up_11,RANK/PRESTIGE_4
200,,3932500,20500,RANK/PRESTIGE_4,RANK/PRESTIGE_4,,3953000,,,,,,201,201,ranked_up_11,RANK/PRESTIGE_4
201,,3953000,20500,RANK/PRESTIGE_4,RANK/PRESTIGE_4,,3973500,,,,,,202,202,ranked_up_11,RANK/PRESTIGE_4
202,,3973500,20500,RANK/PRESTIGE_4,RANK/PRESTIGE_4,,3994000,,,,,,203,203,ranked_up_11,RANK/PRESTIGE_4
203,,3994000,20500,RANK/PRESTIGE_4,RANK/PRESTIGE_4,,4014500,,,,,,204,204,ranked_up_11,RANK/PRESTIGE_4
204,,4014500,20500,RANK/PRESTIGE_4,RANK/PRESTIGE_4,,4035000,,,,,,205,205,ranked_up_11,RANK/PRESTIGE_4
205,,4035000,20500,RANK/PRESTIGE_4,RANK/PRESTIGE_4,,4055500,,,,,,206,206,ranked_up_11,RANK/PRESTIGE_4
206,,4055500,20500,RANK/PRESTIGE_4,RANK/PRESTIGE_4,,4076000,,,,,,207,207,ranked_up_11,RANK/PRESTIGE_4
207,,4076000,20500,RANK/PRESTIGE_4,RANK/PRESTIGE_4,,4096500,,,,,,208,208,ranked_up_11,RANK/PRESTIGE_4
208,,4096500,20500,RANK/PRESTIGE_4,RANK/PRESTIGE_4,,4117000,,,,,,209,209,ranked_up_11,RANK/PRESTIGE_4
209,,4117000,20500,RANK/PRESTIGE_4,RANK/PRESTIGE_4,,4137500,,,,,,210,210,ranked_up_11,RANK/PRESTIGE_4
210,,4137500,20500,RANK/PRESTIGE_4,RANK/PRESTIGE_4,,4158000,,,,,,211,211,ranked_up_11,RANK/PRESTIGE_4
211,,4158000,20500,RANK/PRESTIGE_4,RANK/PRESTIGE_4,,4178500,,,,,,212,212,ranked_up_11,RANK/PRESTIGE_4
212,,4178500,20500,RANK/PRESTIGE_4,RANK/PRESTIGE_4,,4199000,,,,,,213,213,ranked_up_11,RANK/PRESTIGE_4
213,,4199000,20500,RANK/PRESTIGE_4,RANK/PRESTIGE_4,,4219500,,,,,,214,214,ranked_up_11,RANK/PRESTIGE_4
214,,4219500,20500,RANK/PRESTIGE_4,RANK/PRESTIGE_4,,4240000,,,,,,215,215,ranked_up_11,RANK/PRESTIGE_4
215,,4240000,20500,RANK/PRESTIGE_4,RANK/PRESTIGE_4,,4260500,,,,,,216,216,ranked_up_11,RANK/PRESTIGE_4
216,,4260500,20500,RANK/PRESTIGE_4,RANK/PRESTIGE_4,,4281000,,,,,,217,217,ranked_up_11,RANK/PRESTIGE_4
217,,4281000,20500,RANK/PRESTIGE_4,RANK/PRESTIGE_4,,4301500,,,,,,218,218,ranked_up_11,RANK/PRESTIGE_4
218,,4301500,20500,RANK/PRESTIGE_4,RANK/PRESTIGE_4,,4322000,,,,,,219,219,ranked_up_11,RANK/PRESTIGE_4
219,,4322000,20500,RANK/PRESTIGE_4,RANK/PRESTIGE_4,,4342500,,,,,,220,220,ranked_up_11,RANK/PRESTIGE_4
220,,4342500,20500,RANK/PRESTIGE_4,RANK/PRESTIGE_4,,4363000,,,,,,221,221,ranked_up_11,RANK/PRESTIGE_4
221,,4363000,20500,RANK/PRESTIGE_4,RANK/PRESTIGE_4,,4383500,,,,,,222,222,ranked_up_11,RANK/PRESTIGE_4
222,,4383500,20500,RANK/PRESTIGE_4,RANK/PRESTIGE_4,,4404000,,,,,,223,223,ranked_up_11,RANK/PRESTIGE_4
223,,4404000,20500,RANK/PRESTIGE_4,RANK/PRESTIGE_4,,4424500,,,,,,224,224,ranked_up_11,RANK/PRESTIGE_4
224,,4424500,20500,RANK/PRESTIGE_4,RANK/PRESTIGE_4,,4445000,,,,,,225,225,ranked_up_11,RANK/PRESTIGE_4
225,,4445000,20500,RANK/PRESTIGE_4,RANK/PRESTIGE_4,,4465500,,,,,,226,226,ranked_up_11,RANK/PRESTIGE_4
226,,4465500,20500,RANK/PRESTIGE_4,RANK/PRESTIGE_4,,4486000,,,,,,227,227,ranked_up_11,RANK/PRESTIGE_4
227,,4486000,20500,RANK/PRESTIGE_4,RANK/PRESTIGE_4,,4506500,,,,,,228,228,ranked_up_11,RANK/PRESTIGE_4
228,,4506500,20500,RANK/PRESTIGE_4,RANK/PRESTIGE_4,,4527000,,,,,,229,229,ranked_up_11,RANK/PRESTIGE_4
229,,4527000,20500,RANK/PRESTIGE_4,RANK/PRESTIGE_4,,4547500,,,,,,230,230,ranked_up_11,RANK/PRESTIGE_4
230,,4547500,20500,RANK/PRESTIGE_4,RANK/PRESTIGE_4,,4568000,,,,,,231,231,ranked_up_11,RANK/PRESTIGE_4
231,,4568000,20500,RANK/PRESTIGE_4,RANK/PRESTIGE_4,,4588500,,,,,,232,232,ranked_up_11,RANK/PRESTIGE_4
232,,4588500,20500,RANK/PRESTIGE_4,RANK/PRESTIGE_4,,4609000,,,,,,233,233,ranked_up_11,RANK/PRESTIGE_4
233,,4609000,20500,RANK/PRESTIGE_4,RANK/PRESTIGE_4,,4629500,,,,,,234,234,ranked_up_11,RANK/PRESTIGE_4
234,,4629500,20500,RANK/PRESTIGE_4,RANK/PRESTIGE_4,,4650000,,,,,,235,235,ranked_up_11,RANK/PRESTIGE_4
235,,4650000,20500,RANK/PRESTIGE_4,RANK/PRESTIGE_4,,4670500,,,,,,236,236,ranked_up_11,RANK/PRESTIGE_4
236,,4670500,20500,RANK/PRESTIGE_4,RANK/PRESTIGE_4,,4691000,,,,,,237,237,ranked_up_11,RANK/PRESTIGE_4
237,,4691000,20500,RANK/PRESTIGE_4,RANK/PRESTIGE_4,,4711500,,,,,,238,238,ranked_up_11,RANK/PRESTIGE_4
238,,4711500,20500,RANK/PRESTIGE_4,RANK/PRESTIGE_4,,4732000,,,,,,239,239,ranked_up_11,RANK/PRESTIGE_4
239,,4732000,20500,RANK/PRESTIGE_4,RANK/PRESTIGE_4,,4752500,,,,,,240,240,ranked_up_11,RANK/PRESTIGE_4
240,,4752500,20500,RANK/PRESTIGE_4,RANK/PRESTIGE_4,,4773000,,,,,,241,241,ranked_up_11,RANK/PRESTIGE_4
241,,4773000,20500,RANK/PRESTIGE_4,RANK/PRESTIGE_4,,4793500,,,,,,242,242,ranked_up_11,RANK/PRESTIGE_4
242,,4793500,20500,RANK/PRESTIGE_4,RANK/PRESTIGE_4,,4814000,,,,,,243,243,ranked_up_11,RANK/PRESTIGE_4
243,,4814000,20500,RANK/PRESTIGE_4,RANK/PRESTIGE_4,,4834500,,,,,,244,244,ranked_up_11,RANK/PRESTIGE_4
244,,4834500,20500,RANK/PRESTIGE_4,RANK/PRESTIGE_4,,4855000,,,,,,245,245,ranked_up_11,RANK/PRESTIGE_4
245,,4855000,20500,RANK/PRESTIGE_4,RANK/PRESTIGE_4,,4875500,,,,,,246,246,ranked_up_11,RANK/PRESTIGE_4
246,,4875500,20500,RANK/PRESTIGE_4,RANK/PRESTIGE_4,,4896000,,,,,,247,247,ranked_up_11,RANK/PRESTIGE_4
247,,4896000,20500,RANK/PRESTIGE_4,RANK/PRESTIGE_4,,4916500,,,,,,248,248,ranked_up_11,RANK/PRESTIGE_4
248,,4916500,20500,RANK/PRESTIGE_4,RANK/PRESTIGE_4,,4937000,,,,,,249,249,ranked_up_11,RANK/PRESTIGE_4
249,,4937000,20500,RANK/PRESTIGE_5,RANK/PRESTIGE_5,,4957500,,,,,,250,250,ranked_up_11,RANK/PRESTIGE_5
250,,4957500,22500,RANK/PRESTIGE_5,RANK/PRESTIGE_5,,4980000,,,,,,251,251,ranked_up_11,RANK/PRESTIGE_5
251,,4980000,22500,RANK/PRESTIGE_5,RANK/PRESTIGE_5,,5002500,,,,,,252,252,ranked_up_11,RANK/PRESTIGE_5
252,,5002500,22500,RANK/PRESTIGE_5,RANK/PRESTIGE_5,,5025000,,,,,,253,253,ranked_up_11,RANK/PRESTIGE_5
253,,5025000,22500,RANK/PRESTIGE_5,RANK/PRESTIGE_5,,5047500,,,,,,254,254,ranked_up_11,RANK/PRESTIGE_5
254,,5047500,22500,RANK/PRESTIGE_5,RANK/PRESTIGE_5,,5070000,,,,,,255,255,ranked_up_11,RANK/PRESTIGE_5
255,,5070000,22500,RANK/PRESTIGE_5,RANK/PRESTIGE_5,,5092500,,,,,,256,256,ranked_up_11,RANK/PRESTIGE_5
256,,5092500,22500,RANK/PRESTIGE_5,RANK/PRESTIGE_5,,5115000,,,,,,257,257,ranked_up_11,RANK/PRESTIGE_5
257,,5115000,22500,RANK/PRESTIGE_5,RANK/PRESTIGE_5,,5137500,,,,,,258,258,ranked_up_11,RANK/PRESTIGE_5
258,,5137500,22500,RANK/PRESTIGE_5,RANK/PRESTIGE_5,,5160000,,,,,,259,259,ranked_up_11,RANK/PRESTIGE_5
259,,5160000,22500,RANK/PRESTIGE_5,RANK/PRESTIGE_5,,5182500,,,,,,260,260,ranked_up_11,RANK/PRESTIGE_5
260,,5182500,22500,RANK/PRESTIGE_5,RANK/PRESTIGE_5,,5205000,,,,,,261,261,ranked_up_11,RANK/PRESTIGE_5
261,,5205000,22500,RANK/PRESTIGE_5,RANK/PRESTIGE_5,,5227500,,,,,,262,262,ranked_up_11,RANK/PRESTIGE_5
262,,5227500,22500,RANK/PRESTIGE_5,RANK/PRESTIGE_5,,5250000,,,,,,263,263,ranked_up_11,RANK/PRESTIGE_5
263,,5250000,22500,RANK/PRESTIGE_5,RANK/PRESTIGE_5,,5272500,,,,,,264,264,ranked_up_11,RANK/PRESTIGE_5
264,,5272500,22500,RANK/PRESTIGE_5,RANK/PRESTIGE_5,,5295000,,,,,,265,265,ranked_up_11,RANK/PRESTIGE_5
265,,5295000,22500,RANK/PRESTIGE_5,RANK/PRESTIGE_5,,5317500,,,,,,266,266,ranked_up_11,RANK/PRESTIGE_5
266,,5317500,22500,RANK/PRESTIGE_5,RANK/PRESTIGE_5,,5340000,,,,,,267,267,ranked_up_11,RANK/PRESTIGE_5
267,,5340000,22500,RANK/PRESTIGE_5,RANK/PRESTIGE_5,,5362500,,,,,,268,268,ranked_up_11,RANK/PRESTIGE_5
268,,5362500,22500,RANK/PRESTIGE_5,RANK/PRESTIGE_5,,5385000,,,,,,269,269,ranked_up_11,RANK/PRESTIGE_5
269,,5385000,22500,RANK/PRESTIGE_5,RANK/PRESTIGE_5,,5407500,,,,,,270,270,ranked_up_11,RANK/PRESTIGE_5
270,,5407500,22500,RANK/PRESTIGE_5,RANK/PRESTIGE_5,,5430000,,,,,,271,271,ranked_up_11,RANK/PRESTIGE_5
271,,5430000,22500,RANK/PRESTIGE_5,RANK/PRESTIGE_5,,5452500,,,,,,272,272,ranked_up_11,RANK/PRESTIGE_5
272,,5452500,22500,RANK/PRESTIGE_5,RANK/PRESTIGE_5,,5475000,,,,,,273,273,ranked_up_11,RANK/PRESTIGE_5
273,,5475000,22500,RANK/PRESTIGE_5,RANK/PRESTIGE_5,,5497500,,,,,,274,274,ranked_up_11,RANK/PRESTIGE_5
274,,5497500,22500,RANK/PRESTIGE_5,RANK/PRESTIGE_5,,5520000,,,,,,275,275,ranked_up_11,RANK/PRESTIGE_5
275,,5520000,22500,RANK/PRESTIGE_5,RANK/PRESTIGE_5,,5542500,,,,,,276,276,ranked_up_11,RANK/PRESTIGE_5
276,,5542500,22500,RANK/PRESTIGE_5,RANK/PRESTIGE_5,,5565000,,,,,,277,277,ranked_up_11,RANK/PRESTIGE_5
277,,5565000,22500,RANK/PRESTIGE_5,RANK/PRESTIGE_5,,5587500,,,,,,278,278,ranked_up_11,RANK/PRESTIGE_5
278,,5587500,22500,RANK/PRESTIGE_5,RANK/PRESTIGE_5,,5610000,,,,,,279,279,ranked_up_11,RANK/PRESTIGE_5
279,,5610000,22500,RANK/PRESTIGE_5,RANK/PRESTIGE_5,,5632500,,,,,,280,280,ranked_up_11,RANK/PRESTIGE_5
280,,5632500,22500,RANK/PRESTIGE_5,RANK/PRESTIGE_5,,5655000,,,,,,281,281,ranked_up_11,RANK/PRESTIGE_5
281,,5655000,22500,RANK/PRESTIGE_5,RANK/PRESTIGE_5,,5677500,,,,,,282,282,ranked_up_11,RANK/PRESTIGE_5
282,,5677500,22500,RANK/PRESTIGE_5,RANK/PRESTIGE_5,,5700000,,,,,,283,283,ranked_up_11,RANK/PRESTIGE_5
283,,5700000,22500,RANK/PRESTIGE_5,RANK/PRESTIGE_5,,5722500,,,,,,284,284,ranked_up_11,RANK/PRESTIGE_5
284,,5722500,22500,RANK/PRESTIGE_5,RANK/PRESTIGE_5,,5745000,,,,,,285,285,ranked_up_11,RANK/PRESTIGE_5
285,,5745000,22500,RANK/PRESTIGE_5,RANK/PRESTIGE_5,,5767500,,,,,,286,286,ranked_up_11,RANK/PRESTIGE_5
286,,5767500,22500,RANK/PRESTIGE_5,RANK/PRESTIGE_5,,5790000,,,,,,287,287,ranked_up_11,RANK/PRESTIGE_5
287,,5790000,22500,RANK/PRESTIGE_5,RANK/PRESTIGE_5,,5812500,,,,,,288,288,ranked_up_11,RANK/PRESTIGE_5
288,,5812500,22500,RANK/PRESTIGE_5,RANK/PRESTIGE_5,,5835000,,,,,,289,289,ranked_up_11,RANK/PRESTIGE_5
289,,5835000,22500,RANK/PRESTIGE_5,RANK/PRESTIGE_5,,5857500,,,,,,290,290,ranked_up_11,RANK/PRESTIGE_5
290,,5857500,22500,RANK/PRESTIGE_5,RANK/PRESTIGE_5,,5880000,,,,,,291,291,ranked_up_11,RANK/PRESTIGE_5
291,,5880000,22500,RANK/PRESTIGE_5,RANK/PRESTIGE_5,,5902500,,,,,,292,292,ranked_up_11,RANK/PRESTIGE_5
292,,5902500,22500,RANK/PRESTIGE_5,RANK/PRESTIGE_5,,5925000,,,,,,293,293,ranked_up_11,RANK/PRESTIGE_5
293,,5925000,22500,RANK/PRESTIGE_5,RANK/PRESTIGE_5,,5947500,,,,,,294,294,ranked_up_11,RANK/PRESTIGE_5
294,,5947500,22500,RANK/PRESTIGE_5,RANK/PRESTIGE_5,,5970000,,,,,,295,295,ranked_up_11,RANK/PRESTIGE_5
295,,5970000,22500,RANK/PRESTIGE_5,RANK/PRESTIGE_5,,5992500,,,,,,296,296,ranked_up_11,RANK/PRESTIGE_5
296,,5992500,22500,RANK/PRESTIGE_5,RANK/PRESTIGE_5,,6015000,,,,,,297,297,ranked_up_11,RANK/PRESTIGE_5
297,,6015000,22500,RANK/PRESTIGE_5,RANK/PRESTIGE_5,,6037500,,,,,,298,298,ranked_up_11,RANK/PRESTIGE_5
298,,6037500,22500,RANK/PRESTIGE_5,RANK/PRESTIGE_5,,6060000,,,,,,299,299,ranked_up_11,RANK/PRESTIGE_5
299,,6060000,22500,RANK/PRESTIGE_6,RANK/PRESTIGE_6,,6082500,,,,,,300,300,ranked_up_11,RANK/PRESTIGE_6
300,,6082500,22500,RANK/PRESTIGE_6,RANK/PRESTIGE_6,,6105000,,,,,,301,301,ranked_up_11,RANK/PRESTIGE_6
301,,6105000,22500,RANK/PRESTIGE_6,RANK/PRESTIGE_6,,6127500,,,,,,302,302,ranked_up_11,RANK/PRESTIGE_6
302,,6127500,22500,RANK/PRESTIGE_6,RANK/PRESTIGE_6,,6150000,,,,,,303,303,ranked_up_11,RANK/PRESTIGE_6
303,,6150000,22500,RANK/PRESTIGE_6,RANK/PRESTIGE_6,,6172500,,,,,,304,304,ranked_up_11,RANK/PRESTIGE_6
304,,6172500,22500,RANK/PRESTIGE_6,RANK/PRESTIGE_6,,6195000,,,,,,305,305,ranked_up_11,RANK/PRESTIGE_6
305,,6195000,22500,RANK/PRESTIGE_6,RANK/PRESTIGE_6,,6217500,,,,,,306,306,ranked_up_11,RANK/PRESTIGE_6
306,,6217500,22500,RANK/PRESTIGE_6,RANK/PRESTIGE_6,,6240000,,,,,,307,307,ranked_up_11,RANK/PRESTIGE_6
307,,6240000,22500,RANK/PRESTIGE_6,RANK/PRESTIGE_6,,6262500,,,,,,308,308,ranked_up_11,RANK/PRESTIGE_6
308,,6262500,22500,RANK/PRESTIGE_6,RANK/PRESTIGE_6,,6285000,,,,,,309,309,ranked_up_11,RANK/PRESTIGE_6
309,,6285000,22500,RANK/PRESTIGE_6,RANK/PRESTIGE_6,,6307500,,,,,,310,310,ranked_up_11,RANK/PRESTIGE_6
310,,6307500,22500,RANK/PRESTIGE_6,RANK/PRESTIGE_6,,6330000,,,,,,311,311,ranked_up_11,RANK/PRESTIGE_6
311,,6330000,22500,RANK/PRESTIGE_6,RANK/PRESTIGE_6,,6352500,,,,,,312,312,ranked_up_11,RANK/PRESTIGE_6
312,,6352500,22500,RANK/PRESTIGE_6,RANK/PRESTIGE_6,,6375000,,,,,,313,313,ranked_up_11,RANK/PRESTIGE_6
313,,6375000,22500,RANK/PRESTIGE_6,RANK/PRESTIGE_6,,6397500,,,,,,314,314,ranked_up_11,RANK/PRESTIGE_6
314,,6397500,22500,RANK/PRESTIGE_6,RANK/PRESTIGE_6,,6420000,,,,,,315,315,ranked_up_11,RANK/PRESTIGE_6
315,,6420000,22500,RANK/PRESTIGE_6,RANK/PRESTIGE_6,,6442500,,,,,,316,316,ranked_up_11,RANK/PRESTIGE_6
316,,6442500,22500,RANK/PRESTIGE_6,RANK/PRESTIGE_6,,6465000,,,,,,317,317,ranked_up_11,RANK/PRESTIGE_6
317,,6465000,22500,RANK/PRESTIGE_6,RANK/PRESTIGE_6,,6487500,,,,,,318,318,ranked_up_11,RANK/PRESTIGE_6
318,,6487500,22500,RANK/PRESTIGE_6,RANK/PRESTIGE_6,,6510000,,,,,,319,319,ranked_up_11,RANK/PRESTIGE_6
319,,6510000,22500,RANK/PRESTIGE_6,RANK/PRESTIGE_6,,6532500,,,,,,320,320,ranked_up_11,RANK/PRESTIGE_6
320,,6532500,22500,RANK/PRESTIGE_6,RANK/PRESTIGE_6,,6555000,,,,,,321,321,ranked_up_11,RANK/PRESTIGE_6
321,,6555000,22500,RANK/PRESTIGE_6,RANK/PRESTIGE_6,,6577500,,,,,,322,322,ranked_up_11,RANK/PRESTIGE_6
322,,6577500,22500,RANK/PRESTIGE_6,RANK/PRESTIGE_6,,6600000,,,,,,323,323,ranked_up_11,RANK/PRESTIGE_6
323,,6600000,22500,RANK/PRESTIGE_6,RANK/PRESTIGE_6,,6622500,,,,,,324,324,ranked_up_11,RANK/PRESTIGE_6
324,,6622500,22500,RANK/PRESTIGE_6,RANK/PRESTIGE_6,,6645000,,,,,,325,325,ranked_up_11,RANK/PRESTIGE_6
325,,6645000,22500,RANK/PRESTIGE_6,RANK/PRESTIGE_6,,6667500,,,,,,326,326,ranked_up_11,RANK/PRESTIGE_6
326,,6667500,22500,RANK/PRESTIGE_6,RANK/PRESTIGE_6,,6690000,,,,,,327,327,ranked_up_11,RANK/PRESTIGE_6
327,,6690000,22500,RANK/PRESTIGE_6,RANK/PRESTIGE_6,,6712500,,,,,,328,328,ranked_up_11,RANK/PRESTIGE_6
328,,6712500,22500,RANK/PRESTIGE_6,RANK/PRESTIGE_6,,6735000,,,,,,329,329,ranked_up_11,RANK/PRESTIGE_6
329,,6735000,22500,RANK/PRESTIGE_6,RANK/PRESTIGE_6,,6757500,,,,,,330,330,ranked_up_11,RANK/PRESTIGE_6
330,,6757500,22500,RANK/PRESTIGE_6,RANK/PRESTIGE_6,,6780000,,,,,,331,331,ranked_up_11,RANK/PRESTIGE_6
331,,6780000,22500,RANK/PRESTIGE_6,RANK/PRESTIGE_6,,6802500,,,,,,332,332,ranked_up_11,RANK/PRESTIGE_6
332,,6802500,22500,RANK/PRESTIGE_6,RANK/PRESTIGE_6,,6825000,,,,,,333,333,ranked_up_11,RANK/PRESTIGE_6
333,,6825000,22500,RANK/PRESTIGE_6,RANK/PRESTIGE_6,,6847500,,,,,,334,334,ranked_up_11,RANK/PRESTIGE_6
334,,6847500,22500,RANK/PRESTIGE_6,RANK/PRESTIGE_6,,6870000,,,,,,335,335,ranked_up_11,RANK/PRESTIGE_6
335,,6870000,22500,RANK/PRESTIGE_6,RANK/PRESTIGE_6,,6892500,,,,,,336,336,ranked_up_11,RANK/PRESTIGE_6
336,,6892500,22500,RANK/PRESTIGE_6,RANK/PRESTIGE_6,,6915000,,,,,,337,337,ranked_up_11,RANK/PRESTIGE_6
337,,6915000,22500,RANK/PRESTIGE_6,RANK/PRESTIGE_6,,6937500,,,,,,338,338,ranked_up_11,RANK/PRESTIGE_6
338,,6937500,22500,RANK/PRESTIGE_6,RANK/PRESTIGE_6,,6960000,,,,,,339,339,ranked_up_11,RANK/PRESTIGE_6
339,,6960000,22500,RANK/PRESTIGE_6,RANK/PRESTIGE_6,,6982500,,,,,,340,340,ranked_up_11,RANK/PRESTIGE_6
340,,6982500,22500,RANK/PRESTIGE_6,RANK/PRESTIGE_6,,7005000,,,,,,341,341,ranked_up_11,RANK/PRESTIGE_6
341,,7005000,22500,RANK/PRESTIGE_6,RANK/PRESTIGE_6,,7027500,,,,,,342,342,ranked_up_11,RANK/PRESTIGE_6
342,,7027500,22500,RANK/PRESTIGE_6,RANK/PRESTIGE_6,,7050000,,,,,,343,343,ranked_up_11,RANK/PRESTIGE_6
343,,7050000,22500,RANK/PRESTIGE_6,RANK/PRESTIGE_6,,7072500,,,,,,344,344,ranked_up_11,RANK/PRESTIGE_6
344,,7072500,22500,RANK/PRESTIGE_6,RANK/PRESTIGE_6,,7095000,,,,,,345,345,ranked_up_11,RANK/PRESTIGE_6
345,,7095000,22500,RANK/PRESTIGE_6,RANK/PRESTIGE_6,,7117500,,,,,,346,346,ranked_up_11,RANK/PRESTIGE_6
346,,7117500,22500,RANK/PRESTIGE_6,RANK/PRESTIGE_6,,7140000,,,,,,347,347,ranked_up_11,RANK/PRESTIGE_6
347,,7140000,22500,RANK/PRESTIGE_6,RANK/PRESTIGE_6,,7162500,,,,,,348,348,ranked_up_11,RANK/PRESTIGE_6
348,,7162500,22500,RANK/PRESTIGE_6,RANK/PRESTIGE_6,,7185000,,,,,,349,349,ranked_up_11,RANK/PRESTIGE_6
349,,7185000,22500,RANK/PRESTIGE_7,RANK/PRESTIGE_7,,7207500,,,,,,350,350,ranked_up_11,RANK/PRESTIGE_7
350,,7207500,22500,RANK/PRESTIGE_7,RANK/PRESTIGE_7,,7230000,,,,,,351,351,ranked_up_11,RANK/PRESTIGE_7
351,,7230000,22500,RANK/PRESTIGE_7,RANK/PRESTIGE_7,,7252500,,,,,,352,352,ranked_up_11,RANK/PRESTIGE_7
352,,7252500,22500,RANK/PRESTIGE_7,RANK/PRESTIGE_7,,7275000,,,,,,353,353,ranked_up_11,RANK/PRESTIGE_7
353,,7275000,22500,RANK/PRESTIGE_7,RANK/PRESTIGE_7,,7297500,,,,,,354,354,ranked_up_11,RANK/PRESTIGE_7
354,,7297500,22500,RANK/PRESTIGE_7,RANK/PRESTIGE_7,,7320000,,,,,,355,355,ranked_up_11,RANK/PRESTIGE_7
355,,7320000,22500,RANK/PRESTIGE_7,RANK/PRESTIGE_7,,7342500,,,,,,356,356,ranked_up_11,RANK/PRESTIGE_7
356,,7342500,22500,RANK/PRESTIGE_7,RANK/PRESTIGE_7,,7365000,,,,,,357,357,ranked_up_11,RANK/PRESTIGE_7
357,,7365000,22500,RANK/PRESTIGE_7,RANK/PRESTIGE_7,,7387500,,,,,,358,358,ranked_up_11,RANK/PRESTIGE_7
358,,7387500,22500,RANK/PRESTIGE_7,RANK/PRESTIGE_7,,7410000,,,,,,359,359,ranked_up_11,RANK/PRESTIGE_7
359,,7410000,22500,RANK/PRESTIGE_7,RANK/PRESTIGE_7,,7432500,,,,,,360,360,ranked_up_11,RANK/PRESTIGE_7
360,,7432500,22500,RANK/PRESTIGE_7,RANK/PRESTIGE_7,,7455000,,,,,,361,361,ranked_up_11,RANK/PRESTIGE_7
361,,7455000,22500,RANK/PRESTIGE_7,RANK/PRESTIGE_7,,7477500,,,,,,362,362,ranked_up_11,RANK/PRESTIGE_7
362,,7477500,22500,RANK/PRESTIGE_7,RANK/PRESTIGE_7,,7500000,,,,,,363,363,ranked_up_11,RANK/PRESTIGE_7
363,,7500000,22500,RANK/PRESTIGE_7,RANK/PRESTIGE_7,,7522500,,,,,,364,364,ranked_up_11,RANK/PRESTIGE_7
364,,7522500,22500,RANK/PRESTIGE_7,RANK/PRESTIGE_7,,7545000,,,,,,365,365,ranked_up_11,RANK/PRESTIGE_7
365,,7545000,22500,RANK/PRESTIGE_7,RANK/PRESTIGE_7,,7567500,,,,,,366,366,ranked_up_11,RANK/PRESTIGE_7
366,,7567500,22500,RANK/PRESTIGE_7,RANK/PRESTIGE_7,,7590000,,,,,,367,367,ranked_up_11,RANK/PRESTIGE_7
367,,7590000,22500,RANK/PRESTIGE_7,RANK/PRESTIGE_7,,7612500,,,,,,368,368,ranked_up_11,RANK/PRESTIGE_7
368,,7612500,22500,RANK/PRESTIGE_7,RANK/PRESTIGE_7,,7635000,,,,,,369,369,ranked_up_11,RANK/PRESTIGE_7
369,,7635000,22500,RANK/PRESTIGE_7,RANK/PRESTIGE_7,,7657500,,,,,,370,370,ranked_up_11,RANK/PRESTIGE_7
370,,7657500,22500,RANK/PRESTIGE_7,RANK/PRESTIGE_7,,7680000,,,,,,371,371,ranked_up_11,RANK/PRESTIGE_7
371,,7680000,22500,RANK/PRESTIGE_7,RANK/PRESTIGE_7,,7702500,,,,,,372,372,ranked_up_11,RANK/PRESTIGE_7
372,,7702500,22500,RANK/PRESTIGE_7,RANK/PRESTIGE_7,,7725000,,,,,,373,373,ranked_up_11,RANK/PRESTIGE_7
373,,7725000,22500,RANK/PRESTIGE_7,RANK/PRESTIGE_7,,7747500,,,,,,374,374,ranked_up_11,RANK/PRESTIGE_7
374,,7747500,22500,RANK/PRESTIGE_7,RANK/PRESTIGE_7,,7770000,,,,,,375,375,ranked_up_11,RANK/PRESTIGE_7
375,,7770000,22500,RANK/PRESTIGE_7,RANK/PRESTIGE_7,,7792500,,,,,,376,376,ranked_up_11,RANK/PRESTIGE_7
376,,7792500,22500,RANK/PRESTIGE_7,RANK/PRESTIGE_7,,7815000,,,,,,377,377,ranked_up_11,RANK/PRESTIGE_7
377,,7815000,22500,RANK/PRESTIGE_7,RANK/PRESTIGE_7,,7837500,,,,,,378,378,ranked_up_11,RANK/PRESTIGE_7
378,,7837500,22500,RANK/PRESTIGE_7,RANK/PRESTIGE_7,,7860000,,,,,,379,379,ranked_up_11,RANK/PRESTIGE_7
379,,7860000,22500,RANK/PRESTIGE_7,RANK/PRESTIGE_7,,7882500,,,,,,380,380,ranked_up_11,RANK/PRESTIGE_7
